Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Winter,Spring,Summer,Autumn,Annual
1993,,,,,,,,,,0.03146290325806457,-7.829433889100001,-8.941198118612904,,,,,
1994,-14.688516935741935,-20.879068451428573,-5.444118010967744,0.10045905790000002,3.890833064516129,9.317135833233333,12.309639785419355,14.13607688180645,3.0843633334000002,-1.9944766127419356,-14.529191666466666,-14.101411020548387,-16.5563321359063,-0.48427529618387144,11.920950833486378,-4.479768315269534,-2.3998562284683316
1995,-12.281630377193549,-12.77959285692857,-11.308895968032257,-0.19940672700000012,6.7812736555806445,10.18018666683333,10.955296505806452,8.015644623322581,7.2631936112333335,-2.463662365580645,-13.184593055333332,-15.644623118354836,-13.568615450825652,-1.5756763464838706,9.71704259865412,-2.795020603226881,-2.0555674504705705
1996,-22.921507795580645,-12.065493677724136,-9.885896236548387,-3.068097209866667,3.318376612935484,8.110998055333333,10.96016612929032,7.4484607525806465,2.5059563889333334,-6.0666725805806445,-13.533499166900002,-16.88997795745161,-17.2923264769188,-3.2118722778265236,8.839874979068101,-5.698071786182438,-4.340598890464915
1997,-17.34213655948387,-7.823055654821429,-11.809085215612905,-0.7709212198000001,4.315527419290324,9.602413333433333,10.890224730903228,10.294154301451611,5.0671105555999985,-5.2075395159032265,-7.866367222466667,-9.54240026867742,-11.569197494327573,-2.7548263387075274,10.262264121929391,-2.6689320609232983,-1.682672943007252
1998,-16.583737633548388,-8.447133333071429,-8.231751344096773,-1.2927420169,5.778106182967742,10.9183105551,10.998470160419354,8.431512903258064,3.749181388966667,-2.697128225806452,-9.947951389100002,-14.49747526870968,-13.176115411776498,-1.2487957260096774,10.116097872925804,-2.9652994086465956,-1.8185281683767411
1999,-17.604778763774195,-15.018594345357144,-8.895024731032258,-2.8558401932666664,1.5428104838064516,9.718509166633332,11.244020967612904,9.925788440709677,3.5823394443666667,-1.552419085967742,-10.126878332633334,-9.917864785677418,-14.180412631602918,-3.4026848134974905,10.29610619165197,-2.69898599141147,-2.496494311214977
2000,-15.741744892419355,-8.031823850206898,-6.6229349461612905,-3.5142660869666664,2.2850145160645163,8.680900555466668,9.14501666680645,7.218005914225805,3.1334533332000007,-3.0883166666451616,-6.6772269444333325,-11.845413709129033,-11.872994150585095,-2.6173955056878135,8.347974378832975,-2.2106967592928313,-2.088278009183192
2001,-7.801035214774195,-11.541695535607142,-9.813420161000002,-2.587057874533334,1.5254325268387097,8.738316666933333,9.79687903280645,9.977359677258065,3.613614166633333,-3.664622580806452,-9.877834999699997,-15.274102419225807,-11.538944389869046,-3.6250151695648754,9.504185125665948,-3.3096144712910385,-2.2423472262647532
2002,-11.752855645354837,-11.70563363117857,-12.398529301419353,-5.7819368474666675,3.1545298386129033,9.1177622224,10.164504300451613,8.40437849467742,4.1039302778,0.7431376344838709,-4.3097177778999995,-9.316367472741938,-10.924952249758448,-5.008645436757705,9.228881672509678,0.17911671146129038,-1.6313998256362963
2003,-11.590950267548388,-8.855999999928573,-10.858952688161292,-2.0317401691666666,2.8247846774516123,8.166562222233333,11.944135483741938,8.461815591290323,2.509070833333333,-0.0896999999354838,-10.811277777499999,-11.463877688741938,-10.636942652072966,-3.355302726625449,9.524171099088532,-2.7973023147007168,-1.8163441485776501
2004,-18.170954031709677,-6.904362931344828,-8.138059677612903,-1.1140592753333332,6.176011021354838,13.838795277966664,11.517003762935483,11.42370376387097,1.928153888866667,-2.713740322580646,-6.665357499933334,-11.389461021290323,-12.154925994781609,-1.0253693105304664,12.259834268257706,-2.4836479778824376,-0.8510272537342016
2005,-14.946909946580648,-11.2463758925,-5.469473924451613,-0.5095070893666666,6.739939784999999,9.505792222466669,9.968565322645164,9.895704838838709,4.3191638888,-2.727694086,-9.713358888866669,-8.821115322290323,-11.671467053790323,0.25365292372723997,9.79002079465018,-2.707296362022223,-1.0837724243587816
2006,-15.253440053,-11.357116666464284,-12.99578010732258,-3.881631884266666,2.6811887097419347,8.951099444499999,10.698933870774194,7.2089360215483875,4.0397383333,-1.5925741933870967,-20.703508333333335,-8.816583064580644,-11.809046594681641,-4.732074427282437,8.95298977894086,-6.085448064473478,-3.418394826874174
